VARN,50,100,BFS,2.66667
VARN,50,300,BFS,2.33333
VARN,50,1225,BFS,9
VARN,75,150,BFS,4.33333
VARN,75,450,BFS,7
VARN,75,2775,BFS,28.6667
VARN,100,200,BFS,4.33333
VARN,100,700,BFS,11.3333
VARN,100,4950,BFS,77.3333
VARN,125,250,BFS,5
VARN,125,875,BFS,5.66667
VARN,125,7750,BFS,65
VARN,150,300,BFS,4
VARN,150,1050,BFS,7.66667
VARN,150,11175,BFS,106.667
